ID	EGAR00001193088	EGAR00001193082	EGAR00001193062	EGAR00001193016	EGAR00001193014	EGAR00001193032	EGAR00001193066	EGAR00001193060	EGAR00001193048	EGAR00001193040	EGAR00001193068	EGAR00001193080	EGAR00001193078	EGAR00001193064	EGAR00001193058	EGAR00001193090	EGAR00001193052	EGAR00001193018	EGAR00001193056	EGAR00001193034	EGAR00001193074	EGAR00001193028	EGAR00001193076	EGAR00001193084	EGAR00001193044	EGAR00001193012	EGAR00001193070	EGAR00001193030	EGAR00001193026	EGAR00001193046	EGAR00001193054	EGAR00001193050	EGAR00001193038	EGAR00001193022	EGAR00001193020	EGAR00001193042	EGAR00001193086	EGAR00001193024	EGAR00001193036	EGAR00001193072
3__3777725__3789074__ENSG00000144455	0.1835	0.0308	0	0.0464	0.0381	0.0901	0.0342	0	0.0409	0.0716	0	0.103	0.079	0.1161	0.0768	0.1459	0.1305	0.0604	0.0717	0.0831	0.1027	0.1289	0.1185	0.0615	0.0479	0	0.1534	0.102	0.0697	0	0	0.0985	0.0314	0.0792	0.0596	0.1436	0.0181	0.1064	0.085	0.1085
3__5174017__5174414__ENSG00000134108	0.6117	1.2154	0.829	0.8357	0.7435	1.4711	0.7692	0.4285	0.7974	1.5982	0.9732	1.1948	1.0592	1.742	1.4404	0.9483	0.9323	1.328	0.7651	0.7476	1.1295	0.9536	1.0814	0.8918	1.3253	0.7846	1.3152	1.8364	0.9229	1.0834	1.0025	1.0049	1.1626	0.8555	1.4312	1.9748	1.2294	0.8513	0.8929	0.7381
3__8935871__8941804__ENSG00000070950	0.3059	0.2923	0.3109	0.3946	0.1716	0.3603	0.1538	0.2245	0.2045	0.5248	0.139	0.4944	0.2371	0.3871	0.2881	0.3647	0.2051	0.2616	0.2391	0.3323	0.1711	0.2577	0.237	0.2922	0.479	0.1535	0.285	0.5101	0.3308	0.2868	0.3457	0.3152	0.1964	0.2852	0.2982	0.2872	0.2712	0.38	0.2338	0.2605
3__9388087__9390497__ENSG00000206573	0.1835	0.2154	0.1244	0.2321	0.0953	0.1801	0.0684	0.0612	0	0.2147	0.139	0.1648	0.1265	0.1161	0.2881	0	0.0932	0.0805	0.1913	0.1038	0.1027	0.232	0.1481	0.2153	0.2076	0.1365	0	0.4081	0.3483	0.2231	0	0.2167	0.1178	0.1267	0.2087	0.1795	0.1808	0.1976	0.1913	0.0651
3__11809517__11829864__ENSG00000144559	0.0612	0	0.0415	0	0	0	0	0	0	0.0716	0.0794	0	0	0	0.0768	0.0365	0.0373	0.0402	0	0.0831	0	0.1546	0.0444	0.0308	0.0479	0.0853	0.0877	0.0408	0	0.0478	0.1383	0.2167	0.0628	0	0.0895	0.1077	0.0723	0	0.0425	0
3__12528888__12532773__ENSG00000154743	0.0816	0.0769	0.0415	0.1161	0	0.1201	0.0513	0.0816	0	0.0954	0.1589	0.0618	0.1423	0.2129	0.1344	0.0912	0.1305	0.0805	0	0.0415	0	0.1546	0.0741	0.0923	0.1756	0.0853	0.1315	0.3061	0.0697	0.0478	0.1383	0.1182	0.0707	0.0951	0.0895	0.1975	0.0362	0.1216	0.1913	0.0434
3__12574792__12576741__ENSG00000075975	0.0408	0.0308	0.0415	0	0	0	0	0.0408	0	0	0	0.0412	0	0	0	0.0365	0.0373	0.0402	0	0	0	0	0	0	0	0	0	0.1224	0	0	0	0	0.0471	0	0	0.0718	0.0723	0	0.0425	0
3__15411245__15415942__ENSG00000206562	0.1631	0.0615	0.0622	0.1741	0.0763	0.1351	0.0513	0.0816	0.1022	0.0477	0.0794	0.1236	0.079	0.2903	0.0768	0.0912	0.1492	0.2415	0	0.0415	0	0.1546	0.163	0.1384	0.1437	0.1365	0.0877	0.204	0.1045	0.2071	0.1556	0.2955	0.11	0.1743	0	0.2872	0.0723	0.0608	0.1488	0.0651
3__16286342__16303592__ENSG00000154814	0.102	0.0462	0.1865	0.0696	0.0572	0.0901	0.0684	0	0.1227	0.0716	0.1788	0.0618	0.0949	0.2903	0.1536	0.1094	0.1119	0.161	0.1195	0.0623	0.0685	0.0773	0.0444	0.1538	0.1597	0.1365	0	0.2244	0.0348	0.0956	0.121	0.1576	0.1021	0.0475	0.0895	0.2334	0.0542	0.1824	0.1063	0.1303
3__16294856__16303592__ENSG00000154814	0.102	0.0615	0.2487	0.1393	0.0572	0.1801	0.1197	0.1224	0.1636	0.1908	0.1986	0.2678	0.2213	0.2129	0.1921	0.1459	0.1119	0.1408	0.1195	0.27	0.1711	0.1546	0.2074	0.0615	0.1597	0.2047	0.1754	0.2244	0.2438	0.1593	0.1728	0.0788	0.1807	0.0634	0.2087	0.2334	0.1266	0.1824	0.0425	0.0434
3__16301626__16302748__ENSG00000154814	1.1011	1.1693	1.2436	1.0446	0.7244	1.6662	0.8718	0.9387	0.7156	2.0753	0.9533	1.2978	1.4386	2.1097	1.2676	1.4224	1.4357	1.489	0	1.2667	0.8215	1.2114	1.3332	1.2455	1.2135	1.2281	0.263	3.5503	1.4453	1.1153	1.6593	1.5171	1.4925	1.109	1.1032	2.1902	1.3921	1.4137	1.1267	1.7585
3__16301626__16303592__ENSG00000154814	0.3466	0.3539	0.2487	0.3018	0.2288	0.6605	0.1538	0.0612	0.1227	0.4055	0.3575	0.4532	0.332	0.9871	0.3457	0.3647	0.3543	0.4628	0.263	0.3115	0.2054	0.3866	0.6518	0.6458	0.3353	0.4947	0.3946	0.959	0.3483	0.3505	0.6568	0.4138	0.487	0.2376	0.2684	0.6822	0.5243	0.5016	0.2976	0.3256
3__17009674__17014911__ENSG00000154822	0.0816	0.0769	0.1244	0.1277	0.1334	0.2702	0	0.1224	0.0409	0.1908	0.0794	0.0206	0.1265	0.1548	0.0768	0.1824	0.0932	0.1006	0.0478	0.1038	0	0.2577	0.0741	0.1999	0.1118	0.0512	0.0438	0.2653	0.0522	0.0637	0.1383	0.2758	0.0943	0.1426	0.0895	0.0898	0.1085	0.076	0.1063	0
3__18378170__18420991__ENSG00000182568	0.2447	0.2154	0.4145	0.6035	0.2669	0.3603	0.0684	0.3265	0.4294	0.167	0.3178	0.309	0.4426	0.4065	0.2881	0.4741	0.317	0.4024	0.1913	0.3323	0.1369	0.2577	0.3259	0.1691	0.5748	0.3923	0.263	0.3877	0.4179	0.3346	0.363	0.4138	0.4635	0.301	0.2982	0.4847	0.217	0.4104	0.4464	0.2605
3__18415111__18420991__ENSG00000182568	0.2651	0.2	0.3316	0.5223	0.1334	0.3152	0.188	0.1632	0.4294	0.5009	0.4171	0.3914	0.3794	0.7742	0.6338	0.3465	0.5221	0.5433	0.2391	0.3323	0.2738	0.567	0.4	0.4152	0.4471	0.4435	0.548	0.8366	0.296	0.4461	0.3975	0.4926	0.3535	0.3169	0.3578	0.6643	0.3616	0.456	0.4039	0.4993
3__18463480__18527326__ENSG00000228956	0.4894	0.1846	0.1451	0.2321	0.1525	0.3002	0.0342	0.3265	0.2862	0.0954	0.5363	0.309	0.2371	0.4258	0.4417	0.2918	0.2797	0.3018	0.3347	0.2077	0.3081	0.1546	0.2222	0.1076	0.3992	0.4776	0.9645	0.3673	0.2264	0.1912	0.242	0.1773	0.2907	0.2535	0.2385	0.4309	0.1446	0.1824	0.2126	0.2605
3__19950806__19951061__ENSG00000144566	0.0816	0	0.0622	0.0232	0	0.0751	0.0684	0	0	0.0716	0	0	0.0474	0.0581	0.0576	0.0912	0.0559	0.1408	0.0717	0	0	0.1031	0.0444	0	0	0	0.0438	0.102	0.0697	0	0.0173	0	0.0471	0.0475	0	0.0359	0	0.0456	0.0425	0.0434
3__20071364__20072459__ENSG00000114166	0.0612	0.0308	0.0622	0.0696	0.0572	0.06	0.0342	0	0	0	0.0596	0	0.0316	0.0387	0.0384	0	0	0.0805	0	0.0623	0.0685	0.0515	0.0296	0.0461	0	0.1023	0.0658	0.1632	0.0697	0	0	0	0.055	0.0475	0.0596	0.0718	0	0	0.0425	0.0651
3__27437388__27448797__ENSG00000033867	0.0612	0.0154	0	0.0696	0.0381	0.1501	0.0342	0	0	0.167	0.0596	0.0824	0.0158	0.0387	0	0.0547	0	0.1207	0	0.0623	0	0.0515	0.0741	0.0615	0.0639	0.0682	0.1973	0.0612	0	0.0478	0.1383	0.0591	0.0236	0.0475	0	0.0539	0.0542	0.0456	0.1063	0
3__27448651__27452498__ENSG00000033867	0.2039	0.1385	0.1658	0.1857	0.2478	0.1051	0.1026	0.0612	0.1227	0.1908	0.1589	0.1236	0.1581	0.4258	0.1729	0.0729	0.1492	0.2213	0.1195	0.1246	0.1711	0.0515	0.0593	0.0769	0.1437	0.1023	0.2192	0.3061	0.0522	0.1434	0.0519	0.1379	0.1728	0.1267	0.0298	0.0718	0.1446	0.1976	0.0638	0.2171
3__30623199__30650460__ENSG00000163513	0.1427	0.2154	0.2902	0.2089	0.0763	0.3002	0.1197	0.1224	0	0.5725	0.2185	0.1854	0.1739	0.5032	0.2113	0.2006	0.1678	0.1811	0.1674	0.1246	0.1369	0.2062	0.1185	0.2614	0.3353	0.29	0.3288	0.3877	0.1393	0.1434	0.3457	0.1576	0.22	0.1584	0.2982	0.395	0.1266	0.1976	0.085	0.3256
3__30644747__30650460__ENSG00000163513	0.102	0	0.1036	0.058	0.0953	0.1651	0.0342	0.0408	0.0613	0.1431	0.1192	0.0618	0.0632	0.1355	0.1729	0.1094	0.1492	0.0805	0.2152	0.1038	0.0685	0	0	0.0769	0.1756	0.0512	0.1754	0.204	0.1219	0.0637	0.1556	0.2561	0.1021	0.0158	0.0895	0.1436	0.1085	0.1064	0.085	0.0868
3__31576396__31580096__ENSG00000163527	0.5709	0.5385	0.3938	0.6151	0.305	0.6004	0.1709	0.4081	0.3885	0.6202	0.5958	0.6592	0.5375	1.1613	0.8451	0.7294	0.6526	0.5634	0.5021	0.5607	0.5476	0.9278	0.5629	0.5074	1.0379	0.3923	0.6576	0.8774	0.6443	0.5736	0.7087	0.6305	0.6206	0.5703	0	0.9515	0.4158	0.7449	0.4464	0.673
3__32441840__32454542__ENSG00000153551	0.0612	0	0.0415	0.0348	0.0381	0.03	0.0342	0.0816	0	0.1193	0.0199	0	0.0316	0.1355	0.0384	0	0	0.0604	0.0478	0.1246	0	0.1289	0.0296	0.0769	0.0958	0	0	0.0408	0	0.0956	0.1037	0.0591	0.055	0.0634	0	0.0898	0.0723	0.1216	0.0638	0
3__32532986__32537104__ENSG00000144635	0.0408	0.0769	0	0.0232	0	0.03	0	0	0	0	0.0596	0	0	0.0581	0.0768	0.0912	0	0.0402	0.1435	0.0415	0.1027	0.0773	0	0.0308	0.0798	0.0341	0	0.102	0	0	0.0519	0.0788	0	0	0.0895	0.0359	0	0.0608	0	0.0434
3__32733423__32737490__ENSG00000182973	0.102	0.0462	0.1036	0.1277	0.0953	0	0.0855	0.0408	0	0.0477	0.0397	0	0.1265	0.2516	0.0576	0.0547	0.0746	0.1006	0.0478	0.0623	0	0.0773	0.0741	0.0461	0.0639	0.0512	0.1096	0.204	0.1045	0.0478	0.1556	0.2167	0.1178	0.0951	0	0.1257	0.1446	0.0456	0	0.0434
3__33068230__33068970__ENSG00000170266	0.1427	0.0615	0.1036	0.0929	0.0572	0.06	0	0	0.0613	0.0477	0.0794	0	0	0.1548	0.0576	0.0912	0.0559	0.0604	0	0.0831	0	0.0773	0.0741	0.0461	0.0479	0.1023	0	0.1632	0.0522	0.1434	0.0691	0.0985	0.11	0	0	0.2154	0.0181	0.0912	0	0
3__33619603__33632374__ENSG00000163539	0.0408	0.0462	0	0.0464	0.0381	0.045	0	0	0.0409	0.0239	0	0.0824	0	0	0	0	0.0373	0	0.0956	0	0	0	0	0.0308	0	0.0341	0	0.0816	0	0.0319	0.0519	0.0394	0.0157	0	0.1193	0.0359	0	0.0304	0.1063	0
3__33684359__33689932__ENSG00000163539	0.0408	0	0	0.0348	0	0.015	0	0	0	0	0.0199	0.0824	0	0.0581	0.0576	0.0182	0	0.0402	0	0.0208	0	0.0258	0	0.0308	0.0479	0	0	0	0.0174	0.0159	0.0346	0.0591	0.0236	0	0	0.0718	0	0.0608	0.0425	0
3__33684359__33696933__ENSG00000163539	0.4282	0.6308	0.6425	0.8589	0.4956	0.8556	0.3931	0.3265	0.5112	1.0734	0.7746	0.7416	0.8379	1.3355	0.5762	0.7477	0.8017	0.8048	0.0717	0.4776	0.7188	0.7732	0.7703	0.7227	0.1916	0.5629	0.6576	1.2651	0.6095	0.6373	0.7778	1.0246	0.6913	0.5703	0.5665	0.8258	0.6328	0.6841	0.5315	0.6079
3__43299754__43303792__ENSG00000163788	0.1835	0.1539	0.1658	0.3134	0.1716	0.1201	0.1026	0.1837	0.1227	1.0496	0.2383	0.7828	0.1897	0.3871	0.4417	0.2918	0.3916	0.2213	0.3347	0.0831	0.3423	0.567	0.1481	0.1384	0.2874	0.1365	0.1096	0.4489	0.1045	0.2709	0.1901	0.1379	0.2278	0.1584	0.4771	0.395	0.1085	0.1672	0.1701	0.1954
3__43299754__43309942__ENSG00000163788	0.0612	0.0615	0.0622	0.0812	0.0572	0.045	0.0855	0	0.0818	0	0.0794	0	0.0949	0.1548	0.0384	0.0729	0	0.161	0	0.0623	0.1027	0	0.0741	0.0461	0.0479	0.0341	0.0658	0.204	0.1045	0.0478	0.1037	0.0985	0.0943	0.0951	0	0.1077	0.0904	0.076	0.1276	0.0651
3__47037666__47067118__ENSG00000181555	0.0408	0.0615	0	0.058	0.0381	0.0901	0	0	0.0818	0	0.0993	0	0.0949	0.0387	0.1152	0.0547	0.0373	0.0604	0.0478	0.0623	0.1369	0	0.0889	0.0461	0.0798	0.0512	0.0658	0	0	0.0319	0	0.0591	0.0943	0.0634	0	0.1436	0.0181	0.0608	0.0638	0.0868
3__47097955__47103423__ENSG00000181555	0.2447	0.3385	0.4352	0.5803	0.2288	0.4653	0.1538	0.2653	0.2658	0.6202	0.576	0.4532	0.4268	0.9484	0.5378	0.2006	0.317	0.4225	0.3347	0.353	0.3765	0.4124	0.2963	0.2768	0.4311	0.4605	0.4165	0.755	0.296	0.2709	0.3803	0.3941	0.4006	0.1901	0.2087	0.3591	0.2893	0.4104	0.3614	0.2171
3__47097955__47106120__ENSG00000181555	0.5098	0.5846	0.456	0.7428	0.3241	0.6905	0.3761	0.5102	0.6134	0.8826	0.9931	0.7828	0.8537	1.2	0.8643	0.4559	0.7645	0.6841	0.5738	0.6437	0.4107	1.0052	0.8148	0.7073	0.6227	0.7164	0.7453	0.857	0.6965	0.7807	0.9679	0.7881	0.8091	0.4436	0.5665	0.9515	0.5785	0.7601	0.6165	0.5862
3__47425485__47428670__ENSG00000114650	0.0612	0.0769	0.1658	0.2089	0	0.1051	0.0171	0.1224	0.1022	0.2147	0.0794	0.0618	0.1739	0.1742	0.1729	0.1094	0.1678	0.2012	0	0.2284	0	0.0773	0.1185	0.123	0.1118	0.0853	0.1534	0.102	0.0871	0.0319	0.242	0.1773	0.1414	0.0475	0.0596	0.1975	0.0904	0.1368	0.1063	0.0868
3__47622207__47638780__ENSG00000173473	0.0816	0.0615	0.0622	0.1393	0.0191	0.1351	0.0171	0.0408	0.0409	0.167	0.0993	0.0824	0.1739	0.271	0.1729	0.0912	0.1119	0.1006	0.0717	0.1454	0.1027	0	0.0741	0.123	0.1756	0.0853	0.0877	0.1632	0.0522	0.0319	0.1556	0.0985	0.1021	0.0951	0.0596	0.1975	0.0362	0.1216	0.085	0.152
3__47635190__47636136__ENSG00000173473	0.0612	0.0923	0.1658	0.2089	0.0953	0.2852	0.0513	0.0408	0.1022	0.167	0.1192	0.2266	0.1739	0.329	0.2689	0.2371	0.1678	0.161	0.1435	0.1038	0.1711	0.2062	0.2074	0.1845	0.2076	0.2047	0.1315	0.3877	0.1393	0.2549	0.2938	0.2955	0.0943	0.1426	0.2385	0.2513	0.1266	0.1976	0.1276	0.2171
3__47686049__47693300__ENSG00000173473	0.0816	0.1539	0.0829	0.1857	0.0191	0.0751	0.0855	0.0612	0	0.2385	0.2383	0.0618	0.1897	0.1936	0.0768	0.1094	0.0746	0.0604	0.0717	0.0623	0	0.1289	0.0741	0.0308	0.1277	0.0682	0.1096	0.1224	0.0871	0.0159	0.1037	0.0197	0.1571	0.0792	0.1491	0.3052	0.1085	0.1064	0.1276	0.0651
3__48922748__48927813__ENSG00000177479	0.0612	0.1077	0.1036	0.2089	0.0381	0.1501	0	0.0612	0	0.2624	0.0596	0.0824	0.1581	0.1936	0.0576	0.1459	0.0932	0.1006	0.0478	0.0415	0.0685	0.1031	0.0741	0.0923	0.0958	0.1023	0	0.2244	0	0.1275	0.1037	0.1182	0.1571	0.0475	0.1491	0.0539	0.0362	0.0608	0.0638	0
3__49324702__49325845__ENSG00000114316	0.0816	0.0615	0.0415	0	0	0	0.0513	0	0.0409	0	0.0596	0.0824	0.0949	0.0774	0.0384	0.0729	0.0559	0	0	0.0415	0	0.0515	0.0741	0.0308	0.0479	0.0853	0.0438	0.0612	0.0348	0.0319	0.0864	0.0985	0.0393	0.0317	0	0.0539	0.0542	0	0	0
3__49335020__49335596__ENSG00000114316	0.6525	0.7539	0.7047	0.9865	0	0.8256	0.6666	0.5306	0.7565	1.1211	1.0527	0.824	0.7904	1.8387	1.0179	0.6747	0.7085	1.1067	0.8608	0.7683	0.8557	0.8505	0.8888	0.6304	0.8942	0.8017	0.6576	1.6935	0.7488	1.0356	0.8469	0.8078	0.7149	0.6496	0.656	1.131	1.0305	1.1097	0.574	0.4342
3__50065031__50066502__ENSG00000004534	0.0816	0.1846	0.2073	0.3134	0.1144	0.1351	0.1367	0.1837	0.2045	0.2863	0.2383	0.2678	0.2529	0.3677	0.2305	0.2188	0	0.3219	0.1435	0.2492	0.2738	0.2577	0.0148	0.2922	0.3193	0.29	0.0658	0.2857	0.1741	0	0.2938	0.2955	0.0393	0.1901	0.1789	0.3411	0.3073	0.0456	0.2126	0.2388
3__50108070__50108304__ENSG00000003756	0.0816	0.1231	0.0622	0.0464	0.0763	0.0751	0.0342	0.0408	0.0204	0	0.0397	0.0412	0.0474	0.0774	0.0576	0.1277	0.0746	0.1207	0.0717	0.1246	0	0.1031	0.1185	0.1691	0.0319	0.0512	0.1534	0.0408	0.1045	0.0478	0.1556	0.0985	0.1178	0.0475	0.0298	0.1077	0.1266	0.0912	0.0425	0.152
3__50113383__50114251__ENSG00000003756	0.0408	0	0	0.0464	0.0381	0.0901	0	0	0.0409	0	0	0	0	0.0581	0.0576	0	0	0.0604	0	0.0415	0	0.0773	0	0	0	0.1023	0.0877	0.0408	0.0522	0.0478	0	0	0	0	0	0.0539	0.0542	0.0304	0.0638	0.0651
3__51541498__51552063__ENSG00000164080	2.0798	0	2.6322	3.331	2.2876	4.1431	1.2136	1.5713	2.4535	4.0552	2.7607	2.8222	3.1618	2.4774	3.3034	3.0819	3.4307	3.823	1.9128	2.658	1.8141	2.732	2.859	2.7831	2.938	3.3432	2.9592	4.4889	2.4901	3.2981	3.284	3.2313	3.0715	2.6458	2.9817	3.7342	2.495	3.2835	3.4439	2.692
3__51541498__51590559__ENSG00000164080	0.1427	0.3846	0.3938	0.708	0.3241	0.6455	0.2393	0.2245	0.5929	0.5009	0.5363	0.2678	0.6007	1.0258	0.4609	0.62	0.3916	0.7646	0.3347	0.6437	0.1711	0.5928	0.4296	0.5074	0.2395	0.5458	0.811	1.0202	0.505	0.4302	0.4494	0.4729	0.707	0.301	0.2087	0.6283	0.3977	0.5168	0.4252	0.3474
3__51541589__51552063__ENSG00000164080	0.0408	0.0615	0.1244	0.1161	0.0763	0.1951	0.1197	0.0612	0.0818	0.2147	0.0993	0.1442	0.1739	0.0581	0.1921	0.1094	0.2051	0.1408	0	0.0831	0.0342	0.1804	0.0296	0.1076	0.0958	0.1876	0.1315	0.3265	0.1219	0.1434	0.0864	0.0591	0.1964	0.1426	0.1193	0.1795	0.1085	0.076	0.1276	0.1737
3__51541589__51590559__ENSG00000164080	0.0612	0.1231	0.228	0.1625	0.1525	0.2402	0.1367	0.2449	0.1227	0.2385	0.1589	0.1236	0.2213	0.5226	0.1344	0.1824	0.261	0.2817	0.1195	0.1246	0.1711	0.3866	0.2074	0.123	0.1916	0.1706	0.3726	0.4081	0.0871	0.1912	0.2593	0.2364	0.2121	0.1426	0.1193	0.4847	0.1446	0.1976	0.2551	0.2388
3__51630272__51630931__ENSG00000164080	0.0408	0	0.0829	0.0929	0	0.0751	0.0342	0	0.0613	0.0239	0.0596	0.0824	0.0474	0.0387	0.0768	0.0365	0.0186	0.0604	0.1195	0	0	0	0.0593	0.0308	0.0319	0	0.0438	0.0408	0.0522	0	0.0519	0.0394	0.0628	0.0317	0	0.0539	0.0362	0.0456	0	0
3__52204693__52206751__ENSG00000023330	0.0408	0.0462	0.1036	0.0464	0.0381	0.1051	0.0855	0	0.0409	0.0954	0.1192	0.0206	0.0316	0.0774	0.0576	0	0	0.0805	0.0478	0	0.1027	0.0773	0.0296	0.0461	0.0958	0.0512	0.0438	0.0408	0	0	0	0.0985	0.0471	0	0	0.0359	0.0362	0.0608	0	0
3__52412811__52414587__ENSG00000010318	0.367	0.2154	0.3109	0.325	0.1334	0.3903	0.2222	0.1837	0.2454	0.3817	0.3774	0.1854	0.332	0.7161	0.3841	0.4559	0.1492	0.2817	0.1195	0.27	0.2738	0.4124	0.2815	0.246	0.4152	0.4435	0.3069	0.3877	0.2612	0.3505	0.5531	0.4926	0.3378	0.3485	0.2982	0.5565	0.2893	0.5472	0.3401	0.1085
3__52687502__52690704__ENSG00000163938	0.0408	0.0769	0.1244	0.0464	0	0.0751	0	0	0	0.0954	0.0794	0.0824	0.0474	0.1548	0.0384	0.0547	0.0932	0	0	0	0	0	0.0741	0.0308	0.0798	0.0171	0.0438	0.0408	0.0348	0.0797	0.121	0	0.055	0.0317	0	0.0898	0.0542	0.0912	0.0213	0
3__52737586__52739634__ENSG00000114904	0.2243	0.1692	0.1451	0.2902	0.0572	0.4053	0.188	0.0612	0.1022	0.0716	0.1192	0.1236	0.1897	0.3484	0.1729	0.2188	0.1305	0.2817	0.1195	0.0831	0.1369	0.0773	0.2074	0.2614	0.1597	0.3923	0.1534	0.2244	0.1741	0.1275	0.0346	0.1379	0.1885	0.1426	0.0895	0.3231	0.1989	0.2888	0.1488	0.2605
3__52737586__52741499__ENSG00000114904	0.1427	0.3231	0.1865	0.4875	0.1716	0.3603	0.188	0.2449	0.2045	0.4294	0.4965	0.3708	0.3952	0.7548	0.5186	0.1824	0.2424	0.6036	0.2869	0.353	0.3765	0.3608	0.3703	0.2768	0.3832	0.4094	0.3069	0.6325	0.2786	0.3027	0.0346	0.3744	0.3142	0.2218	0.1491	0.3052	0.5243	0.4104	0.3614	0.2822
3__52926031__52928341__ENSG00000163935	0.1223	0.0462	0.1036	0.1277	0.0763	0.1951	0.0855	0.0408	0.1227	0.0954	0.1589	0.103	0.1897	0.3097	0.0768	0.1459	0.2051	0.1811	0	0.1038	0	0.1289	0.1333	0.1538	0.1277	0.1535	0.2192	0.1632	0.0522	0.1593	0.121	0.1182	0.2278	0.0792	0.2385	0.2334	0	0.1976	0.2764	0.1954
3__53290791__53292827__ENSG00000272886	0.0408	0	0.0207	0.0696	0	0.0751	0.0513	0	0	0.0716	0.0596	0.0824	0.079	0.1161	0.096	0.1459	0.1305	0	0	0.1454	0.1027	0.1289	0.0444	0.0923	0.0798	0	0.1096	0.0816	0.0697	0.0797	0.0346	0.0197	0.0471	0.0317	0.0596	0.1257	0	0.0608	0.1063	0.0651
3__53874211__53876080__ENSG00000113812	0.0612	0.1231	0	0.1509	0.0381	0.1051	0.0513	0	0.1022	0.1193	0.0199	0.103	0.0474	0.1548	0.0768	0	0.0746	0.1006	0.0478	0.0623	0	0.0515	0	0.0615	0.0319	0.0512	0	0	0.0697	0.1115	0.0864	0.197	0.1021	0.0475	0	0.0898	0.0362	0.1064	0.0425	0.152
3__56563684__56567053__ENSG00000180376	0.1427	0.0308	0.0207	0.0232	0.0572	0.1201	0.0684	0.0612	0.0613	0	0.1788	0.1236	0.1423	0.1936	0.0576	0.1094	0.0932	0.0805	0	0.1246	0.0685	0.0773	0.0444	0.0615	0.1437	0.0682	0.0877	0.1836	0.0522	0.0956	0.0691	0.2364	0.0707	0.1426	0.0596	0.0898	0.0542	0.0912	0.0638	0.1303
3__56563684__56571302__ENSG00000180376	0.0408	0.1077	0	0.058	0.0572	0.1051	0.0342	0	0.0613	0.1908	0.0794	0.0412	0.1265	0.0968	0.0768	0.1277	0.0746	0.0805	0.0956	0	0	0.1031	0	0.0615	0.0639	0.0853	0.0438	0.2857	0.0522	0.0956	0.1037	0.0394	0.0628	0.0792	0	0.1436	0.0723	0.1064	0.0425	0.0651
3__56566594__56567053__ENSG00000180376	0.836	1.2001	1.0156	1.1026	0.5528	1.396	0.547	0.5918	0.1022	0.2624	0.1986	0.2884	1.0118	2.1871	1.7862	0.7659	1.1747	1.3682	0.1674	0.8099	1.0268	1.2371	0.5629	0.5997	1.3253	1.0405	1.1398	2.1424	0.1045	1.434	1.0543	1.261	1.4061	0.9664	1.0436	1.8671	1.0667	1.1553	0.659	0.9118
3__56592970__56594028__ENSG00000180376	1.57	0.4154	0.2694	0.2902	1.6966	0.4653	0.1709	1.408	1.4721	0.8349	0.3972	0.4532	0.332	0.6194	0.3457	0.2188	1.1374	0.3219	0.3347	0.3115	1.6087	2.0876	0.3852	2.368	0.2874	0.3923	0.3946	3.1626	0.1915	0.2868	0.363	0.335	0.2514	0.4119	1.9083	2.298	0.4881	0.3648	0.2126	0.673
3__56627037__56628614__ENSG00000163946	0.5505	1.1231	0.1244	1.4044	1.1438	0.0751	0.547	0.5306	0.4498	1.479	1.0129	1.2154	1.2015	2.4	1.2292	0.9665	1.1001	0.7445	0.9325	0.6437	0.9242	1.0825	0.9777	1.0302	1.2774	0.8528	0.0219	1.3875	0.7139	0.8444	1.1408	1.3989	1.0998	1.0456	0.8051	1.9569	0.922	1.0489	0.9141	1.0421
3__56660731__56673725__ENSG00000163946	0.2243	0.3539	0.2073	0.383	0.3431	0.4053	0.2735	0.102	0.2862	0.3101	0.3178	0.206	0.3478	0.8903	0.5186	0.2918	0.3356	0.4024	0.2869	0.2284	0.1027	0.3866	0.2815	0.3844	0.3832	0.3753	0.4384	0.9386	0.2786	0.2709	0.4321	0.3941	0.22	0.3961	0.3876	0.3231	0.1266	0.3192	0.3189	0.3039
3__56669700__56673725__ENSG00000163946	0.0408	0.2308	0.3731	0.325	0.1906	0.2852	0.1709	0.1428	0.2045	0.4294	0.3178	0.3502	0.2213	0.6	0.3841	0.1277	0.1678	0.1408	0.2152	0.0415	0.2396	0.2062	0.1333	0.4613	0.2076	0.3753	0.3507	0.2857	0.2264	0.1434	0.2593	0.2955	0.1885	0.1901	0	0.4129	0.1627	0.3648	0.3401	0.3256
3__56745205__56745462__ENSG00000163947	0.0612	0.1077	0.1865	0.1509	0.0763	0.2102	0.0513	0.0204	0.1227	0.1431	0.0596	0.1648	0.0632	0.1742	0.1344	0.0729	0.0932	0.1408	0.0478	0.0623	0.2396	0.0773	0.1333	0.1538	0.1277	0.0512	0.1315	0.1836	0.1219	0.1593	0.0519	0.3152	0.0786	0.0951	0.0298	0.1436	0.0723	0.1976	0.1913	0.0868
3__57242856__57248351__ENSG00000157500	0.0612	0.2308	0.3109	0.2786	0.1334	0.3002	0.1367	0.1428	0.0818	0.334	0.2781	0.2472	0.2371	0.6	0.3073	0.1824	0.2051	0.2012	0.1913	0.2284	0.0685	0.4124	0.1185	0.1999	0.2076	0.2047	0.285	0.2857	0.1567	0.1593	0.2074	0.1576	0.1257	0.1901	0.1789	0.3231	0.1989	0.1824	0.1276	0.1737
